track_name,track_location,year,race_date,class_name,position,number,driver_name,mx_bike,source
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",125 Motocross,28,83,Michael Blose,Yamaha YZ250F,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/125overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",125 Motocross,29,35,Christopher Gosselaar,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/125overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",125 Motocross,30,68,Joshua Hansen,Yamaha YZ250F,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/125overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",125 Motocross,31,514,Eric Nye,Yamaha YZ250F,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/125overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",125 Motocross,32,47,Matthieu Lalloz,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/125overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",125 Motocross,33,186,Derek Costella,Suzuki RM125,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/125overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",125 Motocross,34,321,Chad Ward,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/125overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",125 Motocross,35,97,Jeremy Chaussee,Yamaha YZ250F,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/125overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",125 Motocross,36,270,Nathan Skaggs,Yamaha YZ250F,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/125overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",125 Motocross,37,301,Teddy Maier,Kawasaki KX250F,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/125overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",125 Motocross,38,130,Dylan Lord,Suzuki RMZ250,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/125overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",125 Motocross,39,256,Bryan Johnson,Yamaha YZ250F,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/125overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",125 Motocross,40,98,Tom Welch,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/125overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,1,4,Ricky Carmichael,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,2,14,Kevin Windham,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,3,22,Chad Reed,Yamaha YZ450F,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,4,12,David Vuillemin,Yamaha YZ450F,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,5,24,Ernesto Fonseca,Honda CR250R,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,6,36,Sean Hamblin,Suzuki RM250,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,7,26,Michael Byrne,Kawasaki KX250,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,8,16,John Dowd,Suzuki RM250,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,9,27,Nicholas Wey,Suzuki RM250,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,10,63,Keith Johnson,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,11,28,Heath Voss,Yamaha YZ450F,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,12,15,Timmy Ferry,Yamaha YZ450F,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,13,30,Craig Anderson,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,14,38,Jason Thomas,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,15,23,Kyle Lewis,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,16,43,Ryan Clark,Yamaha YZ250,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,17,79,Doug Dehaan,Yamaha YZ250,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,18,918,Johnny Aubert,Suzuki RM250,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,19,34,Clark Stiles,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,20,64,James Povolny,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,21,96,Barry Carsten,Suzuki RM250,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,22,87,Jeff Gibson,Yamaha YZ250,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,23,57,Joseph Oehlhof,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,24,89,Blair Morgan,/FOX/KY,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,25,225,Matthew Maximoff,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,26,31,Keith Johnson,Yamaha YZ450F,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,27,190,Eric Kowalik,Honda CRF40R,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,28,741,Michael Sigmund,Yamaha YZ450F,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,29,461,David Ginolfi,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,30,360,Jeremy Cook,Yamaha YZ450F,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,31,505,Jon Boruff,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,32,115,Steve Andrich,Yamaha YZ450F,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,33,787,Jon Logan,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,34,70,Brian Mason,Hondar CRF450R,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,35,770,Jason Harper,Suzuki RM250,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,36,981,David Oettel,KTM 450SX,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,37,304,Bradley Ripple,Suzuki RM250,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,38,150,Scott Metz,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,39,574,Kevin Crine,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
HIGH POINT,"MORRIS, PA",2004,"MAY 30, 2004",250 Motocross,40,121,Casey Johnson,Kawasaki KX250,https://americanmotocrossresults.com/live/archives/mx/2004/02-mt_morris/250overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,1,259,James Stewart,Kawasaki KX125,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,2,3,Michael Brown,Yamaha YZ250F,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,3,25,Nathan Ramsey,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,4,29,Ivan Tedesco,Kawasaki KX250F,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,5,105,Ryan Hughes,KTM 125SX,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,6,59,Danny Smith,Yamaha YZ250F,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,7,33,Kelly Smith,Yamaha YZ250F,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,8,386,Joshua Grant,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,9,52,Greg Schnell,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,10,123,Brett Metcalfe,KTM 125SX,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,11,60,Broc Hepler,Suzuki RM-Z250,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,12,46,Daryl Hurley,Suzuki RM-Z250,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,13,289,Matthew Goerke,Suzuki RM-Z250,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,14,61,Troy Adams,Kawasaki KX250F,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,15,83,Michael Blose,Yamaha YZ250F,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,16,48,Paul Carpenter,Kawasaki KX250F,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,17,41,Brian Gray,Suzuki RM-Z250,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,18,18,Brock Sellards,Yamaha YZ250F,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,19,53,Robert Kiniry,Suzuki RM125,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,20,72,Tony Lorusso,Suzuki RM-Z250,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,21,73,Evan Laughridge,Suzuki RM-Z250,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,22,65,Richie Owens,Kawasaki KX250F,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,23,158,Justin Buckelew,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,24,196,Levi Reid,Suzuki RM-Z250,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,25,188,David Millsaps,Suzuki RM-Z250,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,26,56,Tim Weigand,Honda CR125R,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,27,21,Stephane Roncada,Kawasaki KX250F,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,28,106,Rodrig Thain,Suzuki RM125,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,29,261,Jacob Morrison,Kawasaki KX250F,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,30,35,Christopher Gosselaar,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,31,263,Sean Collier,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,32,643,Ty Conner,Yamaha YZ250F,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,33,901,John Ober,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,34,161,Casey Clark,Suzuki RM-Z250,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,35,122,Matt Walker,Kawasaki KX250F,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,36,44,Ryan Mills,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,37,256,Bryan Johnson,Yamaha YZ250F,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,38,573,Gavin Gracyk,Kawasaki KX250F,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,39,68,Joshua Hansen,Yamaha YZ250F,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",125 Motocross,40,6,Steve Lamson,Honda CRF250R,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/125overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",250 Motocross,1,4,Ricky Carmichael,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/250overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",250 Motocross,2,22,Chad Reed,Yamaha YZ450F,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/250overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",250 Motocross,3,14,Kevin Windham,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/250overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",250 Motocross,4,36,Sean Hamblin,Suzuki RM250,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/250overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",250 Motocross,5,15,Timmy Ferry,Yamaha YZ450F,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/250overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",250 Motocross,6,23,Kyle Lewis,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/250overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",250 Motocross,7,26,Michael Byrne,Kawasaki KX250,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/250overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",250 Motocross,8,28,Heath Voss,Yamaha YZ450F,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/250overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",250 Motocross,9,24,Ernesto Fonseca,Honda CR250R,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/250overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",250 Motocross,10,108,Joaquim Rodrigues,KTM 450SX,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/250overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",250 Motocross,11,38,Jason Thomas,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/250overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",250 Motocross,12,27,Nicholas Wey,Suzuki RM250,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/250overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",250 Motocross,13,12,David Vuillemin,Yamaha YZ450F,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/250overall.pdf
MOTO-X 338,"SOUTHWICK, MA",2004,"JUNE 13, 2004",250 Motocross,14,34,Clark Stiles,Honda CRF450R,https://americanmotocrossresults.com/live/archives/mx/2004/03-southwick/250overall.pdf
